,compound,counter,date_created,negative,neutral,positive,source,text in tweet
11,0.0,11,2018-03-29 15:24:08,0.0,1.0,0.0,BBC,RT @BBCTwo: Imagine living in this incredible Swiss chalet! 😍🇨🇭 #TheWorldsMostExtraordinaryHomes https://t.co/NofijuERJg
31,0.0,11,2018-03-29 15:24:08,0.0,1.0,0.0,BBC,RT @BBCTwo: Imagine living in this incredible Swiss chalet! 😍🇨🇭 #TheWorldsMostExtraordinaryHomes https://t.co/NofijuERJg
10,0.0,10,2018-03-29 15:26:27,0.0,1.0,0.0,BBC,"RT @bbcideas: Author Lionel Shriver says we project ourselves on to our possessions – and that she is her toy donkey, Clippety 😊.

We'd lik…"
30,0.0,10,2018-03-29 15:26:27,0.0,1.0,0.0,BBC,"RT @bbcideas: Author Lionel Shriver says we project ourselves on to our possessions – and that she is her toy donkey, Clippety 😊.

We'd lik…"
390,0.0,10,2018-03-29 15:29:04,0.0,1.0,0.0,Fox News,.@Judgenap: Mueller Just Dropped 'Biggest Hint' Yet of Trump-Russia Collusion https://t.co/ngDP4itB9w
448,-0.6486,8,2018-03-29 15:30:09,0.185,0.815,0.0,The New York Times,"Two police officers, 10 minutes, 20 bullets. Another unarmed black man is dead, and a furor over police shootings i… https://t.co/YXsidv3siL"
244,0.0,4,2018-03-29 15:31:02,0.0,1.0,0.0,CNN,Here are all the questions every candidate should have to answer in 2018 https://t.co/fkdvGkAy5q https://t.co/JoWZTVJwZu
29,0.0,9,2018-03-29 15:31:22,0.0,1.0,0.0,BBC,RT @bbcwritersroom: #OrdealByInnocence begins on @BBCOne on Easter Sunday 1st April at 9pm and @BBCiPlayer. #Screenwriter @PhelpsieSarah ex…
9,0.0,9,2018-03-29 15:31:22,0.0,1.0,0.0,BBC,RT @bbcwritersroom: #OrdealByInnocence begins on @BBCOne on Easter Sunday 1st April at 9pm and @BBCiPlayer. #Screenwriter @PhelpsieSarah ex…
389,0.4767,9,2018-03-29 15:40:00,0.0,0.795,0.205,Fox News,Purple Heart medal found at Arizona pawnshop returned to family (via @travfed)  https://t.co/HsFMAm3LEN
388,0.0,8,2018-03-29 15:41:15,0.0,1.0,0.0,Fox News,"Dan Palmer: ""Trump's visit out here to California stirred up @TheDemocrats to go out and do a bunch of wacky things… https://t.co/gX0bcAh8cB"
28,0.0,8,2018-03-29 15:41:25,0.0,1.0,0.0,BBC,"RT @bbcarts: This Picture Wall in Lahore, Pakistan stretches for over 450 metres and is full of mesmerising mosaics https://t.co/ZFhuF7PiQP"
8,0.0,8,2018-03-29 15:41:25,0.0,1.0,0.0,BBC,"RT @bbcarts: This Picture Wall in Lahore, Pakistan stretches for over 450 metres and is full of mesmerising mosaics https://t.co/ZFhuF7PiQP"
387,0.4939,7,2018-03-29 15:41:50,0.161,0.536,0.304,Fox News,Retired military pilot 'died a hero' trying to save kids from drowning at Florida beach https://t.co/3M0ysBot5g
243,0.0,3,2018-03-29 15:44:56,0.0,1.0,0.0,CNN,"Model Janice Dickinson has been subpoenaed to testify at the retrial of Bill Cosby, according to a source close to… https://t.co/pQ95dUxvVq"
447,0.3182,7,2018-03-29 15:45:11,0.0,0.892,0.108,The New York Times,"Under Ben Carson, the HUD is attempting to scale back federal efforts to enforce fair housing laws, sidelining offi… https://t.co/x98dzX1hft"
386,0.3182,6,2018-03-29 15:49:20,0.0,0.874,0.126,Fox News,".@EmilyCompagno: ""Law enforcement learned via [Noor Salman's] mouth that Omar Mateen was actively preparing for jih… https://t.co/htunhNMDw6"
446,0.0,6,2018-03-29 15:52:04,0.0,1.0,0.0,The New York Times,"At 26, the Cuban artist Belkis Ayón was invited to show at the Venice Biennale in Italy. But first, she had to get… https://t.co/e2NUHSlGOM"
445,-0.6124,5,2018-03-29 15:54:59,0.167,0.833,0.0,The New York Times,"RT @nytimesbusiness: How a racist hoodie made its way through the design, production and marketing process without being caught, and how co…"
444,0.0,4,2018-03-29 15:57:28,0.0,1.0,0.0,The New York Times,"RT @nytgraphics: People often point to Beirut when they talk about design in the Middle East. “Beirut is saturated,” counter the founders o…"
385,0.4019,5,2018-03-29 15:58:52,0.0,0.856,0.144,Fox News,'Roseanne's' Sandra Bernhard says women who support Trump are unable to 'think for themselves' (via @Sashafb) https://t.co/tDenoduv8Q
242,0.0,2,2018-03-29 15:59:35,0.0,1.0,0.0,CNN,Several of President Trump's outside advisers have told him over the past week he requires neither a chief of staff… https://t.co/85L7aHvMx1
443,-0.5859,3,2018-03-29 16:00:28,0.223,0.714,0.063,The New York Times,"According to a lawsuit filed by a criminal defense lawyer, a judge told him that he spent too much time defending i… https://t.co/IFezlRJ7pR"
27,-0.3164,7,2018-03-29 16:03:03,0.534,0.466,0.0,BBC,✊ Plastic protest! https://t.co/9m59wayYH8
7,-0.3164,7,2018-03-29 16:03:03,0.534,0.466,0.0,BBC,✊ Plastic protest! https://t.co/9m59wayYH8
384,0.0,4,2018-03-29 16:03:55,0.0,1.0,0.0,Fox News,.@POTUS departs Joint Base Andrews en route to Ohio. https://t.co/QSMZKfRhIL
383,0.0,3,2018-03-29 16:04:24,0.0,1.0,0.0,Fox News,Happening Now: @POTUS traveling to Ohio for speech on infrastructure. https://t.co/ZymwN3M3yD
241,0.4215,1,2018-03-29 16:09:38,0.0,0.865,0.135,CNN,"Johan van Hulst, a former Dutch senator and teacher who saved hundreds of Jewish children during the Holocaust, die… https://t.co/alA5xV39FW"
382,-0.296,2,2018-03-29 16:09:38,0.18,0.82,0.0,Fox News,"Father crashes daughter's proposal, holds up sign reading 'Say no' https://t.co/MfFZQUalmT"
381,-0.5859,1,2018-03-29 16:11:34,0.324,0.676,0.0,Fox News,"Cops confront Domino's employee over undelivered pizza, get suspended (via @JaninePuhak) https://t.co/Lx5YqcZZse"
380,0.0,0,2018-03-29 16:12:05,0.0,1.0,0.0,Fox News,".@KennedyNation: ""We're going in the right direction if you're talking about privatization and the VA... We have do… https://t.co/DhupbjABIQ"
26,0.784,6,2018-03-29 16:12:19,0.0,0.712,0.288,BBC,RT @BBCTaster: We've just released a host of amazing new artefacts for the #CivilisationsAR app! Discover history's treasures wherever you…
6,0.784,6,2018-03-29 16:12:19,0.0,0.712,0.288,BBC,RT @BBCTaster: We've just released a host of amazing new artefacts for the #CivilisationsAR app! Discover history's treasures wherever you…
379,-0.296,19,2018-03-29 16:13:47,0.104,0.896,0.0,Fox News,"RT @FoxBusiness: .@JCLayfield on Netflix adding Susan Rice to their board: ""If your worried about being regulated by a Republican administr…"
442,-0.3182,2,2018-03-29 16:15:08,0.172,0.711,0.117,The New York Times,"RT @nytimesbusiness: Outside the United States, social media is fueling real-world violence and empowering autocrats, often with much less…"
441,0.4019,1,2018-03-29 16:17:15,0.0,0.847,0.153,The New York Times,"RT @_StephenCastle: “More conspicuous, more commonplace and more corrosive” - the anti-Semitism afflicting Britain's Labour Party https://t…"
440,-0.4404,0,2018-03-29 16:23:06,0.132,0.868,0.0,The New York Times,Eric Holder says he'll sue the Trump administration to block it from adding a question about citizenship to the 202… https://t.co/Wlu56Y3Pwf
378,-0.802,18,2018-03-29 16:24:20,0.34,0.66,0.0,Fox News,"Family killed in California cliff crash had recent visit from Child Protective Services, police say https://t.co/Jh9Lq9ZXql"
240,0.7096,0,2018-03-29 16:24:23,0.0,0.781,0.219,CNN,Spotify is getting ready to go public. Apple Music is owned by the richest tech company in the world. So where does… https://t.co/2KI4FyPyEq
439,0.4404,19,2018-03-29 16:30:15,0.094,0.735,0.171,The New York Times,How a 16-year-old girl named Yu Gwan-sun became the face of Korea’s struggle for freedom in the spring of 1919 https://t.co/dsU9QuANDN
419,0.4404,19,2018-03-29 16:30:15,0.094,0.735,0.171,The New York Times,How a 16-year-old girl named Yu Gwan-sun became the face of Korea’s struggle for freedom in the spring of 1919 https://t.co/dsU9QuANDN
377,0.3818,17,2018-03-29 16:34:09,0.0,0.867,0.133,Fox News,".@trish_regan: ""We need to protect Americans. I don't understand why this should even be a controversy in the first… https://t.co/pBCnmHDMFp"
376,0.6124,16,2018-03-29 16:35:22,0.0,0.773,0.227,Fox News,News Alert: California officials issue new guidance for sanctuary law claiming it allows sharing of info with feds. https://t.co/4R4COajy3R
438,-0.8625,18,2018-03-29 16:37:32,0.348,0.652,0.0,The New York Times,At least 68 people died in a fire in a Venezuelan jail. The authorities fired tear gas and rubber bullets at grievi… https://t.co/0c7UVCIEkE
418,-0.8625,18,2018-03-29 16:37:32,0.348,0.652,0.0,The New York Times,At least 68 people died in a fire in a Venezuelan jail. The authorities fired tear gas and rubber bullets at grievi… https://t.co/0c7UVCIEkE
219,0.17,19,2018-03-29 16:39:22,0.108,0.758,0.134,CNN,More than half of Americans think Trump will lose in 2020. But that hasn't doomed past presidents from getting re-e… https://t.co/OG9iQGYqiF
239,0.17,19,2018-03-29 16:39:22,0.108,0.758,0.134,CNN,More than half of Americans think Trump will lose in 2020. But that hasn't doomed past presidents from getting re-e… https://t.co/OG9iQGYqiF
375,0.0,15,2018-03-29 16:43:02,0.0,1.0,0.0,Fox News,".@Zac_Petkanas: ""The midterms should be about three things: It should be about healthcare, it should be about the t… https://t.co/jwKwcID8U8"
374,0.4767,14,2018-03-29 16:44:50,0.0,0.846,0.154,Fox News,".@trish_regan: ""American voters have basically looked past a lot. I've talked to some friends I have down South, so… https://t.co/uneseTRQ2L"
437,0.1531,17,2018-03-29 16:45:04,0.095,0.785,0.12,The New York Times,“A lot of white people are truly shocked by what these videos depict; I know very few African-Americans who are sur… https://t.co/GeIH1cZwdE
417,0.1531,17,2018-03-29 16:45:04,0.095,0.785,0.12,The New York Times,“A lot of white people are truly shocked by what these videos depict; I know very few African-Americans who are sur… https://t.co/GeIH1cZwdE
436,-0.7713,16,2018-03-29 16:46:47,0.271,0.729,0.0,The New York Times,The shooting has reignited the kind of protests against police killings that spread over the past several years in… https://t.co/XV3YduMu0f
416,-0.7713,16,2018-03-29 16:46:47,0.271,0.729,0.0,The New York Times,The shooting has reignited the kind of protests against police killings that spread over the past several years in… https://t.co/XV3YduMu0f
373,0.4019,13,2018-03-29 16:48:22,0.0,0.838,0.162,Fox News,'Roseanne's' Sandra Bernhard says women who support Trump are unable to 'think for themselves'… https://t.co/8bWKbvEshM
238,-0.4767,18,2018-03-29 16:54:01,0.171,0.829,0.0,CNN,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/qbFZROl5NV
218,-0.4767,18,2018-03-29 16:54:01,0.171,0.829,0.0,CNN,A London orchestra's brass section was so loud a violist says it ruined his hearing. A judge agreed.… https://t.co/qbFZROl5NV
372,0.0,12,2018-03-29 16:54:40,0.0,1.0,0.0,Fox News,"Two pilots say they witnessed UFO while flying plane above Arizona, audio reveals https://t.co/7aGcTwZ6V4"
371,0.4902,11,2018-03-29 16:55:45,0.0,0.804,0.196,Fox News,".@KennedyNation: ""@JoeBiden... wouldn't done so much better than @HillaryClinton against @realDonaldTrump - and Dem… https://t.co/2eMVFxJK9C"
415,-0.296,15,2018-03-29 17:00:20,0.109,0.891,0.0,The New York Times,"Charlie Walk, who worked with artists including Lorde, the Weeknd and Ariana Grande, was accused of persistent hara… https://t.co/eSCYdz76Kp"
435,-0.296,15,2018-03-29 17:00:20,0.109,0.891,0.0,The New York Times,"Charlie Walk, who worked with artists including Lorde, the Weeknd and Ariana Grande, was accused of persistent hara… https://t.co/eSCYdz76Kp"
5,0.0,5,2018-03-29 17:04:05,0.0,1.0,0.0,BBC,"🍳 Wanna get the kids cooking this #EasterWeekend? 
Here are 10 recipes to keep them busy in the kitchen.
👉… https://t.co/5xxQNyyRMg"
25,0.0,5,2018-03-29 17:04:05,0.0,1.0,0.0,BBC,"🍳 Wanna get the kids cooking this #EasterWeekend? 
Here are 10 recipes to keep them busy in the kitchen.
👉… https://t.co/5xxQNyyRMg"
237,-0.4588,17,2018-03-29 17:04:39,0.176,0.824,0.0,CNN,"Sears CEO Eddie Lampert got a  24% raise last year, despite the company's financial troubles https://t.co/a70k7RcA1v"
217,-0.4588,17,2018-03-29 17:04:39,0.176,0.824,0.0,CNN,"Sears CEO Eddie Lampert got a  24% raise last year, despite the company's financial troubles https://t.co/a70k7RcA1v"
414,0.5267,14,2018-03-29 17:04:43,0.0,0.82,0.18,The New York Times,"RT @migold: In 2018, I resolved to cook more for other people. Which meant baking. Which meant I needed help from @nytfood and @wirecutter.…"
434,0.5267,14,2018-03-29 17:04:43,0.0,0.82,0.18,The New York Times,"RT @migold: In 2018, I resolved to cook more for other people. Which meant baking. Which meant I needed help from @nytfood and @wirecutter.…"
370,0.0,10,2018-03-29 17:05:32,0.0,1.0,0.0,Fox News,Graphic sex video causes juror to faint during San Antonio trial https://t.co/Fo1rpS1wJH
369,0.0,9,2018-03-29 17:14:00,0.0,1.0,0.0,Fox News,"Data for 136,000 Facebook users still not deleted by Cambridge Analytica, report says https://t.co/spn1UvgTxs (via @christocarbone)"
368,-0.4215,8,2018-03-29 17:14:01,0.219,0.781,0.0,Fox News,BREAKING NEWS: Judge denies Stormy Daniels' motion to depose @POTUS. https://t.co/USabT5qDpc
433,0.0,13,2018-03-29 17:15:07,0.0,1.0,0.0,The New York Times,"Greta Kline, the youngest child of the actors Kevin Kline and Phoebe Cates, is learning to step into the spotlight… https://t.co/ofvqVo2TK3"
413,0.0,13,2018-03-29 17:15:07,0.0,1.0,0.0,The New York Times,"Greta Kline, the youngest child of the actors Kevin Kline and Phoebe Cates, is learning to step into the spotlight… https://t.co/ofvqVo2TK3"
236,0.0516,16,2018-03-29 17:16:16,0.104,0.783,0.113,CNN,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/Hkih3hyNSz"
216,0.0516,16,2018-03-29 17:16:16,0.104,0.783,0.113,CNN,"More than 200 retired US diplomats are sounding the alarm about diplomacy under Trump, urging lawmakers to ensure t… https://t.co/Hkih3hyNSz"
367,-0.4404,7,2018-03-29 17:16:35,0.172,0.828,0.0,Fox News,"BREAKING NEWS: Russia to expel 60 US diplomats, close US consulate in St. Petersburg https://t.co/AoFn0Xep2y"
366,0.0,6,2018-03-29 17:21:22,0.0,1.0,0.0,Fox News,Happening Now: @POTUS arrives in Ohio to deliver remarks on infrastructure. https://t.co/pmfayeckz1
365,-0.5574,5,2018-03-29 17:29:07,0.175,0.825,0.0,Fox News,".@DarellIssa: ""The abuses which appear to be systematic by the Obama Administration... that's going to take prosecu… https://t.co/EthFVs79X6"
364,0.5574,4,2018-03-29 17:30:01,0.0,0.805,0.195,Fox News,"""I want to give back to all branches of the service to these people - to these heroes - that need help.""… https://t.co/P8qe3b52kZ"
101,0.0,1,2018-03-29 17:30:02,0.0,1.0,0.0,CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
121,0.0,1,2018-03-29 17:30:02,0.0,1.0,0.0,CBS,"Will @HIGHVALLEY, @LancoMusic, @LOCASHmusic, @MidlandOfficial, or @runawayjune be named New Vocal Duo Or Group Of T… https://t.co/v0QIPLC47R"
432,0.0,12,2018-03-29 17:30:16,0.0,1.0,0.0,The New York Times,"In Opinion,
Op-Ed contributor Noam Cohen writes, ""Facebook’s vast and well-designed platform offered the Trump camp… https://t.co/uRkWi0M6MY"
412,0.0,12,2018-03-29 17:30:16,0.0,1.0,0.0,The New York Times,"In Opinion,
Op-Ed contributor Noam Cohen writes, ""Facebook’s vast and well-designed platform offered the Trump camp… https://t.co/uRkWi0M6MY"
215,-0.3182,15,2018-03-29 17:30:46,0.103,0.897,0.0,CNN,Kellyanne Conway's husband has begun deleting a series of tweets he posted in the past month that are critical of P… https://t.co/gmP1P5Dfp2
235,-0.3182,15,2018-03-29 17:30:46,0.103,0.897,0.0,CNN,Kellyanne Conway's husband has begun deleting a series of tweets he posted in the past month that are critical of P… https://t.co/gmP1P5Dfp2
120,0.0,0,2018-03-29 17:32:40,0.0,1.0,0.0,CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
100,0.0,0,2018-03-29 17:32:40,0.0,1.0,0.0,CBS,"Expect epic performances by @kanebrown , @kelly_clarkson, @OfficialJackson, and more at this year's 53rd #ACMawards… https://t.co/3yso7Z0cjv"
431,-0.4404,11,2018-03-29 17:33:06,0.153,0.847,0.0,The New York Times,"Breaking News: Russia will expel 150 diplomats, including 60 Americans, in retaliation for Western nations’ respons… https://t.co/Hl7o9v20dd"
411,-0.4404,11,2018-03-29 17:33:06,0.153,0.847,0.0,The New York Times,"Breaking News: Russia will expel 150 diplomats, including 60 Americans, in retaliation for Western nations’ respons… https://t.co/Hl7o9v20dd"
363,-0.1531,3,2018-03-29 17:36:07,0.164,0.714,0.121,Fox News,RT @FoxBusiness: Amazon CEO Jeff Bezos loses $6.4B after #Trump report    https://t.co/TysUf2CCb9
362,0.3595,2,2018-03-29 17:42:05,0.0,0.865,0.135,Fox News,"News Alert: Awaiting @POTUS's infrastructure speech - for full live coverage, tune in to Fox News Channel! https://t.co/JC99bvZoEe"
361,-0.4404,1,2018-03-29 17:43:24,0.225,0.775,0.0,Fox News,"Stormy Daniels' motion to depose Trump, Cohen denied - via @brookefoxnews 
https://t.co/5v7QcSuSGS"
360,0.0,0,2018-03-29 17:44:51,0.0,1.0,0.0,Fox News,".@RepJoeWilson: ""What Putin is doing is he's taking the country in such a direction that it's going to be against [… https://t.co/mZJlR4mE18"
359,0.0,19,2018-03-29 17:44:51,0.0,1.0,0.0,Fox News,".@RepJoeWilson: ""What Putin is doing is he's taking the country in such a direction that it's going to be against [… https://t.co/mZJlR4mE18"
430,0.7964,10,2018-03-29 17:45:03,0.0,0.633,0.367,The New York Times,"""The president and America needs a wise, steady and thoughtful national security advisor,"" former Secretary of Defe… https://t.co/mJrbSIEWQ1"
410,0.7964,10,2018-03-29 17:45:03,0.0,0.633,0.367,The New York Times,"""The president and America needs a wise, steady and thoughtful national security advisor,"" former Secretary of Defe… https://t.co/mJrbSIEWQ1"
214,-0.296,14,2018-03-29 17:45:10,0.115,0.885,0.0,CNN,A federal judge in California put a temporary stop to efforts by Stormy Daniels' attorney to depose President Trump… https://t.co/ugThG7o454
234,-0.296,14,2018-03-29 17:45:10,0.115,0.885,0.0,CNN,A federal judge in California put a temporary stop to efforts by Stormy Daniels' attorney to depose President Trump… https://t.co/ugThG7o454
358,0.5859,18,2018-03-29 17:46:39,0.115,0.573,0.312,Fox News,"Missing Georgia teen, 15, rescued after family friend spots her picture on Snapchat https://t.co/5Usq0R8lb7"
357,0.0,17,2018-03-29 17:51:43,0.0,1.0,0.0,Fox News,Graphic sex video causes juror to faint during San Antonio trial https://t.co/Fo1rpS1wJH
356,0.0,16,2018-03-29 17:51:53,0.0,1.0,0.0,Fox News,'Serial Stowaway' deemed unfit to stand trial https://t.co/L9hcGJ3Ol5
409,0.5106,9,2018-03-29 17:52:05,0.0,0.82,0.18,The New York Times,There remains a strong correlation between marriage and economic class in the American higher education system https://t.co/5Uh4n8fXKn
429,0.5106,9,2018-03-29 17:52:05,0.0,0.82,0.18,The New York Times,There remains a strong correlation between marriage and economic class in the American higher education system https://t.co/5Uh4n8fXKn
233,-0.2732,13,2018-03-29 17:55:44,0.137,0.773,0.09,CNN,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/FqRiyPhjOc
213,-0.2732,13,2018-03-29 17:55:44,0.137,0.773,0.09,CNN,Human rights lawyer Amal Clooney has agreed to represent two Reuters journalists who have been jailed in Myanmar an… https://t.co/FqRiyPhjOc
408,-0.5106,8,2018-03-29 18:00:16,0.136,0.864,0.0,The New York Times,A white woman became the first person in South Africa to be sent to prison for her repeated use of a racial slur https://t.co/J1MliQIcao
428,-0.5106,8,2018-03-29 18:00:16,0.136,0.864,0.0,The New York Times,A white woman became the first person in South Africa to be sent to prison for her repeated use of a racial slur https://t.co/J1MliQIcao
355,-0.5994,15,2018-03-29 18:01:22,0.218,0.782,0.0,Fox News,"ICE's 'violent felon', who escaped custody at NYC airport, reportedly fled during meal break https://t.co/HsOjWMK8yH"
24,0.4522,4,2018-03-29 18:05:02,0.109,0.697,0.194,BBC,"❤️ 'That was it I just totally fell in love with art.'

🎶 How grime changed Ade Adesina's life. https://t.co/eDyh75YBvl"
4,0.4522,4,2018-03-29 18:05:02,0.109,0.697,0.194,BBC,"❤️ 'That was it I just totally fell in love with art.'

🎶 How grime changed Ade Adesina's life. https://t.co/eDyh75YBvl"
427,0.0,7,2018-03-29 18:05:05,0.0,1.0,0.0,The New York Times,"A Maryland appeals court vacated the conviction of Adnan Syed, a subject of the hit podcast ""Serial” https://t.co/tF7Wz5XGVg"
407,0.0,7,2018-03-29 18:05:05,0.0,1.0,0.0,The New York Times,"A Maryland appeals court vacated the conviction of Adnan Syed, a subject of the hit podcast ""Serial” https://t.co/tF7Wz5XGVg"
232,0.6369,12,2018-03-29 18:06:32,0.0,0.776,0.224,CNN,Why Trump pardoning Paul Manafort or Michael Flynn would look at lot like quid pro quo | Analysis by @zbyronwolf https://t.co/b1tCtlV44h
212,0.6369,12,2018-03-29 18:06:32,0.0,0.776,0.224,CNN,Why Trump pardoning Paul Manafort or Michael Flynn would look at lot like quid pro quo | Analysis by @zbyronwolf https://t.co/b1tCtlV44h
354,-0.6249,14,2018-03-29 18:07:11,0.231,0.769,0.0,Fox News,"On @foxandfriends, @DLoesch talked about her son, who complained that when the media covers the gun control debate,… https://t.co/5z7L3V510b"
353,0.0,13,2018-03-29 18:08:04,0.0,1.0,0.0,Fox News,"President @realDonaldTrump speaks about infrastructure in Richfield, Ohio. https://t.co/1C0a3qpnkn"
352,0.7964,12,2018-03-29 18:09:59,0.0,0.628,0.372,Fox News,".@POTUS: ""American workers are truly the best in the world. Right? The best."" https://t.co/E9Ifk3Taz3"
231,-0.3818,11,2018-03-29 18:10:06,0.12,0.88,0.0,CNN,JUST IN: Russia is expelling US diplomats and closing the US consulate in St. Petersburg in retaliation for a simil… https://t.co/TSoxHWGsvl
211,-0.3818,11,2018-03-29 18:10:06,0.12,0.88,0.0,CNN,JUST IN: Russia is expelling US diplomats and closing the US consulate in St. Petersburg in retaliation for a simil… https://t.co/TSoxHWGsvl
351,0.4939,11,2018-03-29 18:11:22,0.095,0.687,0.218,Fox News,".@POTUS: ""Joined by our friends here in Ohio, my administration is fighting every day to protect, defend and grow A… https://t.co/h5RCq4hTGh"
210,-0.1779,10,2018-03-29 18:12:04,0.134,0.866,0.0,CNN,"Trump is touting his infrastructure plans in in Ohio

Live updates: https://t.co/MzxsHvkBYZ"
230,-0.1779,10,2018-03-29 18:12:04,0.134,0.866,0.0,CNN,"Trump is touting his infrastructure plans in in Ohio

Live updates: https://t.co/MzxsHvkBYZ"
350,0.0,10,2018-03-29 18:12:16,0.0,1.0,0.0,Fox News,".@POTUS: ""[@Apple is] gonna be investing $350 billion."" https://t.co/5Qc4gm4fd7"
349,0.0772,9,2018-03-29 18:12:57,0.0,0.942,0.058,Fox News,".@POTUS on jobs: ""So many others coming back with massive amounts of money. They all want to be back in the USA."""
348,0.0772,8,2018-03-29 18:13:53,0.0,0.915,0.085,Fox News,".@POTUS: ""We've eliminated a record number of job-killing regulations, that's why [companies are] coming back."" https://t.co/xIHT8CMVGn"
347,0.0258,7,2018-03-29 18:14:29,0.131,0.733,0.136,Fox News,".@POTUS: ""My administration is fighting every day to protect and defend and grow American jobs."" https://t.co/DQgdrcUkI9"
346,0.0,6,2018-03-29 18:14:56,0.0,1.0,0.0,Fox News,".@POTUS: ""We've made history by massively reducing job-killing taxes."" https://t.co/76vCxjvI9k"
426,0.0,6,2018-03-29 18:15:09,0.0,1.0,0.0,The New York Times,Automakers are offering augmented reality experiences and lifelike virtual reality simulations to lure buyers https://t.co/FDiEWkjxXx
406,0.0,6,2018-03-29 18:15:09,0.0,1.0,0.0,The New York Times,Automakers are offering augmented reality experiences and lifelike virtual reality simulations to lure buyers https://t.co/FDiEWkjxXx
229,0.0258,9,2018-03-29 18:15:16,0.096,0.805,0.1,CNN,"RT @CNNPolitics: ""My administration is fighting every day to protect and defend and grow American jobs,"" President Trump says at an event i…"
209,0.0258,9,2018-03-29 18:15:16,0.096,0.805,0.1,CNN,"RT @CNNPolitics: ""My administration is fighting every day to protect and defend and grow American jobs,"" President Trump says at an event i…"
345,0.6113,5,2018-03-29 18:15:41,0.0,0.734,0.266,Fox News,".@POTUS: ""We started building our wall. I'm so proud of it."" https://t.co/eV30WKMsT9"
344,0.0,4,2018-03-29 18:17:01,0.0,1.0,0.0,Fox News,".@POTUS: ""People said, 'oh has he given up on the wall?' I never give up.' We have $1.6 billion toward the wall."" https://t.co/p8q6NTaaqA"
343,-0.5267,3,2018-03-29 18:17:21,0.195,0.805,0.0,Fox News,".@POTUS: ""We need walls. We started building our wall... We're getting that sucker built."" https://t.co/07BzezKliK"
342,0.4404,2,2018-03-29 18:18:00,0.0,0.734,0.266,Fox News,".@POTUS: ""The wall looks good. It's properly designed."" https://t.co/CfSOeUI6DO"
341,0.4939,1,2018-03-29 18:19:51,0.0,0.781,0.219,Fox News,".@POTUS: ""We've unleashed American energy independence. Energy exports are at a record high and foreign imports are… https://t.co/BlhkxNaGvD"
340,-0.7506,0,2018-03-29 18:19:59,0.252,0.748,0.0,Fox News,".@POTUS: ""We've stood up for the American workers by finally cracking down on unfair trade that steals our jobs and… https://t.co/IVPZmN7n2p"
339,-0.6249,19,2018-03-29 18:21:18,0.346,0.566,0.088,Fox News,".@POTUS: ""Hispanic-American unemployment has also reached the lowest levels ever recorded."" https://t.co/UuvMitzjmh"
319,-0.6249,19,2018-03-29 18:21:18,0.346,0.566,0.088,Fox News,".@POTUS: ""Hispanic-American unemployment has also reached the lowest levels ever recorded."" https://t.co/UuvMitzjmh"
318,-0.7506,18,2018-03-29 18:21:36,0.252,0.748,0.0,Fox News,".@POTUS: ""We've stood up for the American workers by finally cracking down on unfair trade that steals our jobs and… https://t.co/FcV1kYDPqh"
338,-0.7506,18,2018-03-29 18:21:36,0.252,0.748,0.0,Fox News,".@POTUS: ""We've stood up for the American workers by finally cracking down on unfair trade that steals our jobs and… https://t.co/FcV1kYDPqh"
228,0.1779,8,2018-03-29 18:22:22,0.172,0.628,0.201,CNN,Fox News host Laura Ingraham apologized for a widely derided tweet in which she mocked Parkland survivor David Hogg… https://t.co/8GCuRlgYNC
208,0.1779,8,2018-03-29 18:22:22,0.172,0.628,0.201,CNN,Fox News host Laura Ingraham apologized for a widely derided tweet in which she mocked Parkland survivor David Hogg… https://t.co/8GCuRlgYNC
425,0.0,5,2018-03-29 18:23:01,0.0,1.0,0.0,The New York Times,"Denmark has long had one of the highest divorce rates in Europe, and the government has decided that breaking up sh… https://t.co/Gwz69TISvS"
405,0.0,5,2018-03-29 18:23:01,0.0,1.0,0.0,The New York Times,"Denmark has long had one of the highest divorce rates in Europe, and the government has decided that breaking up sh… https://t.co/Gwz69TISvS"
317,0.4927,17,2018-03-29 18:23:21,0.0,0.803,0.197,Fox News,".@POTUS: ""We're moving along very nicely with North Korea, we'll see what happens."" https://t.co/JhwxbKYzx6"
337,0.4927,17,2018-03-29 18:23:21,0.0,0.803,0.197,Fox News,".@POTUS: ""We're moving along very nicely with North Korea, we'll see what happens."" https://t.co/JhwxbKYzx6"
336,0.7964,16,2018-03-29 18:23:34,0.0,0.747,0.253,Fox News,"RT @FoxBusiness: .@POTUS on the border wall: ""That's what I do, is I build... It was always my best thing. I think better than being presid…"
316,0.7964,16,2018-03-29 18:23:34,0.0,0.747,0.253,Fox News,"RT @FoxBusiness: .@POTUS on the border wall: ""That's what I do, is I build... It was always my best thing. I think better than being presid…"
